,IsWeekend,periode,nom_station,Mode,Nb_personnes,geometry,lon,lat
411,False,5 - Soir (après 18h30),Jean-Talon et De La Roche,Communauto,1.0,POINT (-73.607438 45.5356),-73.607438,45.5356
412,False,5 - Soir (après 18h30),Jeanne-Mance et Sherbrooke,Communauto,3.0,POINT (-73.598838 45.533792),-73.598838,45.533792
413,False,5 - Soir (après 18h30),Lajeunesse et Jarry,Communauto,1.0,POINT (-73.614655 45.539101),-73.614655,45.539101
414,False,5 - Soir (après 18h30),Laurier et St-Urbain,Communauto,5.0,POINT (-73.600383 45.532916),-73.600383,45.532916
415,False,5 - Soir (après 18h30),Le Campanile,Communauto,1.0,POINT (-73.608948 45.539277),-73.608948,45.539277
416,False,5 - Soir (après 18h30),Maguire et De Gaspé (P sur rue),Communauto,1.0,POINT (-73.603125 45.536666),-73.603125,45.536666
417,False,5 - Soir (après 18h30),Marie-Anne et Boyer (P sur rue),Communauto,1.0,POINT (-73.598365 45.535325),-73.598365,45.535325
418,False,5 - Soir (après 18h30),Masson et De Lorimier,Communauto,1.0,POINT (-73.608307 45.539197),-73.608307,45.539197
419,False,5 - Soir (après 18h30),Messier et Sherbrooke (P sur rue),Communauto,1.0,POINT (-73.596552 45.534934),-73.596552,45.534934
420,False,5 - Soir (après 18h30),Mont-Royal et De Bullion,Communauto,1.0,POINT (-73.607978 45.539661),-73.607978,45.539661
421,False,5 - Soir (après 18h30),Métro Beaubien (de Chateaubriand / Beaubien),Bixi,23.714285714285715,POINT (-73.603635 45.53536),-73.603635,45.53536
422,False,5 - Soir (après 18h30),Métro Jean-Talon,Communauto,1.0,POINT (-73.614933 45.538772),-73.614933,45.538772
423,False,5 - Soir (après 18h30),Parc Beaubien,Communauto,1.0,POINT (-73.603783 45.536944),-73.603783,45.536944
424,False,5 - Soir (après 18h30),Parc Père-Marquette,Communauto,1.5,POINT (-73.61141 45.537581),-73.61141,45.537581
425,False,5 - Soir (après 18h30),Resther et Boucher,Communauto,2.0,POINT (-73.605765 45.537859),-73.605765,45.537859
426,False,5 - Soir (après 18h30),Resther et St-Grégoire,Communauto,2.0,POINT (-73.595385 45.534835),-73.595385,45.534835
427,False,5 - Soir (après 18h30),Rivard et Laurier (P sur rue),Communauto,1.0,POINT (-73.595438 45.534807),-73.595438,45.534807
428,False,5 - Soir (après 18h30),Rosemont et Christophe-Colomb,Communauto,1.8333333333333333,POINT (-73.596471 45.534934),-73.596471,45.534934
429,False,5 - Soir (après 18h30),Rosemont et de la Roche,Communauto,1.0,POINT (-73.598676 45.535419),-73.598676,45.535419
430,False,5 - Soir (après 18h30),St-André et Bélanger,Communauto,2.142857142857143,POINT (-73.606871 45.535879),-73.606871,45.535879
431,False,5 - Soir (après 18h30),St-André et Rosemont (P sur rue),Communauto,1.0,POINT (-73.598578 45.534007),-73.598578,45.534007
432,False,5 - Soir (après 18h30),St-Clément et Adam,Communauto,2.0,POINT (-73.607286 45.538077),-73.607286,45.538077
433,False,5 - Soir (après 18h30),St-Denis et St-Zotique,Communauto,1.0,POINT (-73.609867 45.536741),-73.609867,45.536741
434,False,5 - Soir (après 18h30),St-Grégoire et Marquette,Communauto,1.0,POINT (-73.60657 45.536682),-73.60657,45.536682
435,False,5 - Soir (après 18h30),St-Gérard et Jarry,Communauto,1.0,POINT (-73.596875 45.533294),-73.596875,45.533294
436,False,5 - Soir (après 18h30),St-Gérard et Villeray (P sur rue),Communauto,1.0,POINT (-73.610477 45.539501),-73.610477,45.539501
437,False,5 - Soir (après 18h30),St-Joseph O. et Jeanne-Mance,Communauto,1.6666666666666667,POINT (-73.601758 45.535577),-73.601758,45.535577
438,False,5 - Soir (après 18h30),St-Joseph et De Bullion,Communauto,1.0,POINT (-73.60144 45.53583),-73.60144,45.53583
439,False,5 - Soir (après 18h30),St-Vallier et Beaubien,Communauto,2.0,POINT (-73.598605 45.534071),-73.598605,45.534071
440,False,5 - Soir (après 18h30),Tansley et Dorion,Communauto,1.0,POINT (-73.612847 45.541534),-73.612847,45.541534
441,False,5 - Soir (après 18h30),Wiseman et Saint-Roch (P sur rue),Communauto,1.0,POINT (-73.602428 45.536224),-73.602428,45.536224
442,False,5 - Soir (après 18h30),de Bellechasse / de St-Vallier,Bixi,13.666666666666666,POINT (-73.601124 45.53341),-73.601124,45.53341
443,False,5 - Soir (après 18h30),de St-Vallier / St-Zotique,Bixi,11.19047619047619,POINT (-73.607546 45.536261),-73.607546,45.536261
444,False,5 - Soir (après 18h30),Église Saint-Vincent-Ferrier,Communauto,1.0,POINT (-73.603523 45.535711),-73.603523,45.535711
445,False,5 - Soir (après 18h30),Île-des-Sœurs et Berlioz,Communauto,1.0,POINT (-73.608758 45.539239),-73.608758,45.539239
446,False,1 - Avant 6h30,Station Jean-Talon (Jean-Talon/De Chateaubriand),Bus,18.0,POINT (-73.61310748759122 45.53961414869604),-73.61310748759122,45.53961414869604
447,False,1 - Avant 6h30,Station Jean-Talon Est / Saint-Hubert,Bus,4.0,POINT (-73.61294748761422 45.54065014888152),-73.61294748761422,45.54065014888152
448,False,1 - Avant 6h30,Station Jean-Talon Est / Saint-Hubert,Bus,1.0,POINT (-73.61317748770671 45.54085314890821),-73.61317748770671,45.54085314890821
449,False,1 - Avant 6h30,Station Jean-Talon Est / Saint-Hubert,Bus,1.0,POINT (-73.61311748766086 45.54050714885042),-73.61311748766086,45.54050714885042
450,False,1 - Avant 6h30,De Chateaubriand / Bélanger,Bus,0.0,POINT (-73.61081148674096 45.53857014859912),-73.61081148674096,45.53857014859912
451,False,1 - Avant 6h30,Bélanger / Saint-Hubert,Bus,1.0,POINT (-73.60999048652516 45.539386148770724),-73.60999048652516,45.539386148770724
452,False,1 - Avant 6h30,Bélanger / Saint-Hubert,Bus,0.0,POINT (-73.60999648650848 45.53913414872679),-73.60999648650848,45.53913414872679
453,False,1 - Avant 6h30,De Chateaubriand / Saint-Zotique,Bus,1.0,POINT (-73.60735748546253 45.53700814845492),-73.60735748546253,45.53700814845492
454,False,1 - Avant 6h30,Station Beaubien (de Chateaubriand / Beaubien),Bus,5.0,POINT (-73.6039564842037 45.535469148312636),-73.6039564842037,45.535469148312636
455,False,1 - Avant 6h30,Beaubien / Saint-Hubert,Bus,0.0,POINT (-73.60305048395682 45.53625214848161),-73.60305048395682,45.53625214848161
456,False,1 - Avant 6h30,Beaubien / Saint-Hubert,Bus,0.0,POINT (-73.60311248395917 45.53600214843601),-73.60311248395917,45.53600214843601
457,False,1 - Avant 6h30,De Chateaubriand / de Bellechasse,Bus,1.0,POINT (-73.60076448302192 45.534020148178314),-73.60076448302192,45.534020148178314
458,False,1 - Avant 6h30,Saint-Hubert / de Bellechasse,Bus,0.0,POINT (-73.59962248268174 45.53461614832346),-73.59962248268174,45.53461614832346
459,False,1 - Avant 6h30,Station Rosemont (De Chateaubriand / Rosemont),Bus,1.0,POINT (-73.59753448182693 45.53256514804422),-73.59753448182693,45.53256514804422
460,False,1 - Avant 6h30,Rosemont / Saint-Hubert,Bus,93.0,POINT (-73.5965604815529 45.53329114820583),-73.5965604815529,45.53329114820583
461,False,1 - Avant 6h30,Rosemont / Saint-Hubert,Bus,0.0,POINT (-73.59656048153498 45.53304914816385),-73.59656048153498,45.53304914816385
462,False,1 - Avant 6h30,Saint-Hubert / Rosemont,Bus,0.0,POINT (-73.59702248171938 45.533439148214605),-73.59702248171938,45.533439148214605
463,False,2 - AM (6h30 à 9h30),Station Jean-Talon (Jean-Talon/De Chateaubriand),Bus,62.0,POINT (-73.61310748759122 45.53961414869604),-73.61310748759122,45.53961414869604
464,False,2 - AM (6h30 à 9h30),Station Jean-Talon Est / Saint-Hubert,Bus,0.0,POINT (-73.61294748761422 45.54065014888152),-73.61294748761422,45.54065014888152
465,False,2 - AM (6h30 à 9h30),Station Jean-Talon Est / Saint-Hubert,Bus,12.0,POINT (-73.61294748761422 45.54065014888152),-73.61294748761422,45.54065014888152
466,False,2 - AM (6h30 à 9h30),Station Jean-Talon Est / Saint-Hubert,Bus,7.0,POINT (-73.61317748770671 45.54085314890821),-73.61317748770671,45.54085314890821
467,False,2 - AM (6h30 à 9h30),Station Jean-Talon Est / Saint-Hubert,Bus,3.0,POINT (-73.61311748766086 45.54050714885042),-73.61311748766086,45.54050714885042
468,False,2 - AM (6h30 à 9h30),De Chateaubriand / Bélanger,Bus,5.0,POINT (-73.61081148674096 45.53857014859912),-73.61081148674096,45.53857014859912
469,False,2 - AM (6h30 à 9h30),Bélanger / Saint-Hubert,Bus,24.0,POINT (-73.60999048652516 45.539386148770724),-73.60999048652516,45.539386148770724
470,False,2 - AM (6h30 à 9h30),Bélanger / Saint-Hubert,Bus,1.0,POINT (-73.60999648650848 45.53913414872679),-73.60999648650848,45.53913414872679
471,False,2 - AM (6h30 à 9h30),De Chateaubriand / Saint-Zotique,Bus,5.0,POINT (-73.60735748546253 45.53700814845492),-73.60735748546253,45.53700814845492
472,False,2 - AM (6h30 à 9h30),Station Beaubien (de Chateaubriand / Beaubien),Bus,18.0,POINT (-73.6039564842037 45.535469148312636),-73.6039564842037,45.535469148312636
473,False,2 - AM (6h30 à 9h30),Beaubien / Saint-Hubert,Bus,7.0,POINT (-73.60305048395682 45.53625214848161),-73.60305048395682,45.53625214848161
474,False,2 - AM (6h30 à 9h30),Beaubien / Saint-Hubert,Bus,0.0,POINT (-73.60311248395917 45.53600214843601),-73.60311248395917,45.53600214843601
475,False,2 - AM (6h30 à 9h30),De Chateaubriand / de Bellechasse,Bus,1.0,POINT (-73.60076448302192 45.534020148178314),-73.60076448302192,45.534020148178314
476,False,2 - AM (6h30 à 9h30),Station Rosemont (De Chateaubriand / Rosemont),Bus,0.0,POINT (-73.59753448182693 45.53256514804422),-73.59753448182693,45.53256514804422
477,False,2 - AM (6h30 à 9h30),Rosemont / Saint-Hubert,Bus,174.0,POINT (-73.5965604815529 45.53329114820583),-73.5965604815529,45.53329114820583
478,False,2 - AM (6h30 à 9h30),Rosemont / Saint-Hubert,Bus,13.0,POINT (-73.5965604815529 45.53329114820583),-73.5965604815529,45.53329114820583
479,False,2 - AM (6h30 à 9h30),Rosemont / Saint-Hubert,Bus,291.0,POINT (-73.5965604815529 45.53329114820583),-73.5965604815529,45.53329114820583
480,False,2 - AM (6h30 à 9h30),Rosemont / Saint-Hubert,Bus,34.0,POINT (-73.5965604815529 45.53329114820583),-73.5965604815529,45.53329114820583
481,False,2 - AM (6h30 à 9h30),Rosemont / Saint-Hubert,Bus,2.0,POINT (-73.59656048153498 45.53304914816385),-73.59656048153498,45.53304914816385
482,False,2 - AM (6h30 à 9h30),Rosemont / Saint-Hubert,Bus,2.0,POINT (-73.59656048153498 45.53304914816385),-73.59656048153498,45.53304914816385
483,False,2 - AM (6h30 à 9h30),Rosemont / Saint-Hubert,Bus,0.0,POINT (-73.59656048153498 45.53304914816385),-73.59656048153498,45.53304914816385
484,False,3 - Jour (9h30 à 15h30),Station Jean-Talon (Jean-Talon/De Chateaubriand),Bus,107.0,POINT (-73.61310748759122 45.53961414869604),-73.61310748759122,45.53961414869604
485,False,3 - Jour (9h30 à 15h30),Station Jean-Talon Est / Saint-Hubert,Bus,33.0,POINT (-73.61294748761422 45.54065014888152),-73.61294748761422,45.54065014888152
486,False,3 - Jour (9h30 à 15h30),Station Jean-Talon Est / Saint-Hubert,Bus,37.0,POINT (-73.61317748770671 45.54085314890821),-73.61317748770671,45.54085314890821
487,False,3 - Jour (9h30 à 15h30),Station Jean-Talon Est / Saint-Hubert,Bus,20.0,POINT (-73.61311748766086 45.54050714885042),-73.61311748766086,45.54050714885042
488,False,3 - Jour (9h30 à 15h30),De Chateaubriand / Bélanger,Bus,16.0,POINT (-73.61081148674096 45.53857014859912),-73.61081148674096,45.53857014859912
489,False,3 - Jour (9h30 à 15h30),Saint-Hubert / Bélanger,Bus,0.0,POINT (-73.60981348645394 45.53922914874996),-73.60981348645394,45.53922914874996
490,False,3 - Jour (9h30 à 15h30),Bélanger / Saint-Hubert,Bus,72.0,POINT (-73.60999048652516 45.539386148770724),-73.60999048652516,45.539386148770724
491,False,3 - Jour (9h30 à 15h30),Bélanger / Saint-Hubert,Bus,10.0,POINT (-73.60999648650848 45.53913414872679),-73.60999648650848,45.53913414872679
492,False,3 - Jour (9h30 à 15h30),De Chateaubriand / Saint-Zotique,Bus,8.0,POINT (-73.60735748546253 45.53700814845492),-73.60735748546253,45.53700814845492
493,False,3 - Jour (9h30 à 15h30),Saint-Hubert / Saint-Zotique,Bus,1.0,POINT (-73.60637148517978 45.53767014860583),-73.60637148517978,45.53767014860583
494,False,3 - Jour (9h30 à 15h30),Station Beaubien (de Chateaubriand / Beaubien),Bus,41.0,POINT (-73.6039564842037 45.535469148312636),-73.6039564842037,45.535469148312636
495,False,3 - Jour (9h30 à 15h30),Beaubien / Saint-Hubert,Bus,0.0,POINT (-73.60305048395682 45.53625214848161),-73.60305048395682,45.53625214848161
496,False,3 - Jour (9h30 à 15h30),Beaubien / Saint-Hubert,Bus,0.0,POINT (-73.60305048395682 45.53625214848161),-73.60305048395682,45.53625214848161
497,False,3 - Jour (9h30 à 15h30),Beaubien / Saint-Hubert,Bus,2.0,POINT (-73.60311248395917 45.53600214843601),-73.60311248395917,45.53600214843601
498,False,3 - Jour (9h30 à 15h30),De Chateaubriand / de Bellechasse,Bus,2.0,POINT (-73.60076448302192 45.534020148178314),-73.60076448302192,45.534020148178314
499,False,3 - Jour (9h30 à 15h30),Saint-Hubert / de Bellechasse,Bus,0.0,POINT (-73.59962248268174 45.53461614832346),-73.59962248268174,45.53461614832346
500,False,3 - Jour (9h30 à 15h30),Station Rosemont (De Chateaubriand / Rosemont),Bus,0.0,POINT (-73.59753448182693 45.53256514804422),-73.59753448182693,45.53256514804422
501,False,3 - Jour (9h30 à 15h30),Rosemont / Saint-Hubert,Bus,48.0,POINT (-73.5965604815529 45.53329114820583),-73.5965604815529,45.53329114820583
502,False,3 - Jour (9h30 à 15h30),Rosemont / Saint-Hubert,Bus,208.0,POINT (-73.5965604815529 45.53329114820583),-73.5965604815529,45.53329114820583
503,False,3 - Jour (9h30 à 15h30),Rosemont / Saint-Hubert,Bus,16.0,POINT (-73.5965604815529 45.53329114820583),-73.5965604815529,45.53329114820583
504,False,3 - Jour (9h30 à 15h30),Rosemont / Saint-Hubert,Bus,5.0,POINT (-73.5965604815529 45.53329114820583),-73.5965604815529,45.53329114820583
505,False,3 - Jour (9h30 à 15h30),Rosemont / Saint-Hubert,Bus,15.0,POINT (-73.5965604815529 45.53329114820583),-73.5965604815529,45.53329114820583
506,False,3 - Jour (9h30 à 15h30),Rosemont / Saint-Hubert,Bus,5.0,POINT (-73.59656048153498 45.53304914816385),-73.59656048153498,45.53304914816385
507,False,3 - Jour (9h30 à 15h30),Rosemont / Saint-Hubert,Bus,6.0,POINT (-73.59656048153498 45.53304914816385),-73.59656048153498,45.53304914816385
508,False,3 - Jour (9h30 à 15h30),Saint-Hubert / Rosemont,Bus,0.0,POINT (-73.59702248171938 45.533439148214605),-73.59702248171938,45.533439148214605
509,False,4 - PM (15h30 à 18h30),Station Jean-Talon (Jean-Talon/De Chateaubriand),Bus,51.0,POINT (-73.61310748759122 45.53961414869604),-73.61310748759122,45.53961414869604
510,False,4 - PM (15h30 à 18h30),Station Jean-Talon Est / Saint-Hubert,Bus,33.0,POINT (-73.61294748761422 45.54065014888152),-73.61294748761422,45.54065014888152
511,False,4 - PM (15h30 à 18h30),Station Jean-Talon Est / Saint-Hubert,Bus,9.0,POINT (-73.61317748770671 45.54085314890821),-73.61317748770671,45.54085314890821
512,False,4 - PM (15h30 à 18h30),Station Jean-Talon Est / Saint-Hubert,Bus,7.0,POINT (-73.61311748766086 45.54050714885042),-73.61311748766086,45.54050714885042
513,False,4 - PM (15h30 à 18h30),De Chateaubriand / Bélanger,Bus,7.0,POINT (-73.61081148674096 45.53857014859912),-73.61081148674096,45.53857014859912
514,False,4 - PM (15h30 à 18h30),Saint-Hubert / Bélanger,Bus,1.0,POINT (-73.60981348645394 45.53922914874996),-73.60981348645394,45.53922914874996
515,False,4 - PM (15h30 à 18h30),Bélanger / Saint-Hubert,Bus,25.0,POINT (-73.60999048652516 45.539386148770724),-73.60999048652516,45.539386148770724
516,False,4 - PM (15h30 à 18h30),Bélanger / Saint-Hubert,Bus,4.0,POINT (-73.60999648650848 45.53913414872679),-73.60999648650848,45.53913414872679
517,False,4 - PM (15h30 à 18h30),De Chateaubriand / Saint-Zotique,Bus,4.0,POINT (-73.60735748546253 45.53700814845492),-73.60735748546253,45.53700814845492
518,False,4 - PM (15h30 à 18h30),Station Beaubien (de Chateaubriand / Beaubien),Bus,21.0,POINT (-73.6039564842037 45.535469148312636),-73.6039564842037,45.535469148312636
519,False,4 - PM (15h30 à 18h30),Beaubien / Saint-Hubert,Bus,3.0,POINT (-73.60311248395917 45.53600214843601),-73.60311248395917,45.53600214843601
520,False,4 - PM (15h30 à 18h30),De Chateaubriand / de Bellechasse,Bus,2.0,POINT (-73.60076448302192 45.534020148178314),-73.60076448302192,45.534020148178314
521,False,4 - PM (15h30 à 18h30),Rosemont / Saint-Hubert,Bus,93.0,POINT (-73.5965604815529 45.53329114820583),-73.5965604815529,45.53329114820583
522,False,4 - PM (15h30 à 18h30),Rosemont / Saint-Hubert,Bus,51.0,POINT (-73.5965604815529 45.53329114820583),-73.5965604815529,45.53329114820583
523,False,4 - PM (15h30 à 18h30),Rosemont / Saint-Hubert,Bus,5.0,POINT (-73.59656048153498 45.53304914816385),-73.59656048153498,45.53304914816385
524,False,4 - PM (15h30 à 18h30),Rosemont / Saint-Hubert,Bus,5.0,POINT (-73.59656048153498 45.53304914816385),-73.59656048153498,45.53304914816385
525,False,5 - Soir (après 18h30),Station Jean-Talon (Jean-Talon/De Chateaubriand),Bus,25.0,POINT (-73.61310748759122 45.53961414869604),-73.61310748759122,45.53961414869604
526,False,5 - Soir (après 18h30),Station Jean-Talon Est / Saint-Hubert,Bus,22.0,POINT (-73.61294748761422 45.54065014888152),-73.61294748761422,45.54065014888152
527,False,5 - Soir (après 18h30),Station Jean-Talon Est / Saint-Hubert,Bus,12.0,POINT (-73.61317748770671 45.54085314890821),-73.61317748770671,45.54085314890821
528,False,5 - Soir (après 18h30),Station Jean-Talon Est / Saint-Hubert,Bus,0.0,POINT (-73.61317748770671 45.54085314890821),-73.61317748770671,45.54085314890821
529,False,5 - Soir (après 18h30),Station Jean-Talon Est / Saint-Hubert,Bus,6.0,POINT (-73.61311748766086 45.54050714885042),-73.61311748766086,45.54050714885042
530,False,5 - Soir (après 18h30),De Chateaubriand / Bélanger,Bus,4.0,POINT (-73.61081148674096 45.53857014859912),-73.61081148674096,45.53857014859912
531,False,5 - Soir (après 18h30),Bélanger / Saint-Hubert,Bus,10.0,POINT (-73.60999048652516 45.539386148770724),-73.60999048652516,45.539386148770724
532,False,5 - Soir (après 18h30),Bélanger / Saint-Hubert,Bus,1.0,POINT (-73.60999648650848 45.53913414872679),-73.60999648650848,45.53913414872679
533,False,5 - Soir (après 18h30),De Chateaubriand / Saint-Zotique,Bus,5.0,POINT (-73.60735748546253 45.53700814845492),-73.60735748546253,45.53700814845492
534,False,5 - Soir (après 18h30),Station Beaubien (de Chateaubriand / Beaubien),Bus,17.0,POINT (-73.6039564842037 45.535469148312636),-73.6039564842037,45.535469148312636
535,False,5 - Soir (après 18h30),Beaubien / Saint-Hubert,Bus,0.0,POINT (-73.60305048395682 45.53625214848161),-73.60305048395682,45.53625214848161
536,False,5 - Soir (après 18h30),Beaubien / Saint-Hubert,Bus,1.0,POINT (-73.60311248395917 45.53600214843601),-73.60311248395917,45.53600214843601
537,False,5 - Soir (après 18h30),De Chateaubriand / de Bellechasse,Bus,1.0,POINT (-73.60076448302192 45.534020148178314),-73.60076448302192,45.534020148178314
538,False,5 - Soir (après 18h30),Rosemont / Saint-Hubert,Bus,10.0,POINT (-73.5965604815529 45.53329114820583),-73.5965604815529,45.53329114820583
539,False,5 - Soir (après 18h30),Rosemont / Saint-Hubert,Bus,44.0,POINT (-73.5965604815529 45.53329114820583),-73.5965604815529,45.53329114820583
540,False,5 - Soir (après 18h30),Rosemont / Saint-Hubert,Bus,6.0,POINT (-73.59656048153498 45.53304914816385),-73.59656048153498,45.53304914816385
541,False,5 - Soir (après 18h30),Rosemont / Saint-Hubert,Bus,14.0,POINT (-73.59656048153498 45.53304914816385),-73.59656048153498,45.53304914816385
542,False,5 - Soir (après 18h30),Saint-Hubert / Rosemont,Bus,0.0,POINT (-73.59702248171938 45.533439148214605),-73.59702248171938,45.533439148214605
